latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-27.45167,153.02014,27.0,0,GMT,GMT

time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),apparent_temperature_mean (°C),precipitation_sum (mm),wind_speed_10m_max (km/h)
2013-05-09,NaN,21.6,14.6,18.0,20.5,14.0,17.5,0.10,13.5
2013-05-10,NaN,20.8,14.4,17.5,20.5,13.9,17.3,1.40,15.7
2013-05-11,NaN,21.2,15.0,17.8,19.9,14.7,17.3,1.10,19.0
2013-05-12,NaN,22.0,15.5,18.4,21.1,16.3,18.9,0.20,16.3
2013-05-13,NaN,22.1,16.3,18.5,23.9,18.0,20.2,10.10,6.1
2013-05-14,NaN,21.7,13.9,17.3,22.6,11.8,16.9,6.40,13.6
2013-05-15,NaN,21.7,12.8,16.4,19.6,10.5,14.5,0.00,13.2
2013-05-16,NaN,18.7,11.3,15.2,16.8,9.4,13.5,0.00,11.9
2013-05-17,NaN,22.0,9.7,15.8,19.1,7.6,13.5,0.00,18.0
2013-05-18,NaN,20.9,9.8,14.7,17.8,6.7,11.9,0.00,18.3
2013-05-19,NaN,19.5,8.2,13.7,16.5,5.8,10.9,0.00,15.9
2013-05-20,NaN,20.4,9.1,13.9,18.1,7.1,12.0,0.00,8.8
2013-05-21,NaN,20.1,12.1,15.4,18.6,11.1,14.4,0.00,6.5
2013-05-22,NaN,16.3,11.9,13.8,15.2,11.0,13.4,6.20,13.7
2013-05-23,NaN,20.8,11.5,15.6,18.7,9.3,13.5,0.00,15.9
2013-05-24,NaN,19.2,13.8,16.0,17.3,11.4,13.6,2.30,23.2
2013-05-25,NaN,21.4,12.0,16.0,19.2,9.6,14.1,0.00,18.3
2013-05-26,NaN,21.6,11.7,16.4,20.1,10.5,15.4,0.00,12.7
2013-05-27,NaN,22.2,13.9,17.3,21.2,13.1,16.6,0.00,13.2
2013-05-28,NaN,20.2,15.2,17.2,19.7,14.7,16.8,1.40,16.5
2013-05-29,NaN,20.2,13.6,16.9,19.8,13.4,16.5,0.70,17.0
2013-05-30,NaN,21.0,13.9,17.0,20.9,14.0,17.4,4.20,14.5
2013-05-31,NaN,20.7,14.2,17.3,20.8,13.5,17.2,0.60,13.7
2013-06-01,NaN,21.6,15.6,18.3,21.4,15.9,18.9,0.00,11.1
2013-06-02,NaN,23.9,12.7,16.9,22.7,11.2,15.4,0.50,18.3
2013-06-03,NaN,20.2,9.2,14.6,17.6,7.3,12.9,0.00,14.6
2013-06-04,NaN,21.2,11.9,15.8,20.0,10.8,14.8,0.00,11.1
2013-06-05,NaN,19.7,14.2,16.9,19.9,14.7,17.4,0.20,11.2
2013-06-06,NaN,21.4,13.1,17.7,22.0,13.0,18.2,0.00,5.7
2013-06-07,NaN,22.3,12.5,17.4,22.7,12.5,17.9,0.00,7.5
2013-06-08,NaN,21.2,16.4,18.1,21.0,16.6,18.3,1.20,14.5
2013-06-09,NaN,19.4,16.5,17.8,19.1,16.3,17.4,2.50,16.9
2013-06-10,NaN,18.7,15.9,17.2,21.1,17.1,18.6,40.60,8.3
2013-06-11,NaN,20.9,16.1,17.9,23.0,17.2,19.6,3.00,6.5
2013-06-12,NaN,20.5,16.4,18.2,21.9,17.4,19.5,26.90,13.8
2013-06-13,NaN,22.7,12.8,17.5,23.5,10.9,17.4,0.00,13.9
2013-06-14,NaN,19.7,11.0,14.5,17.4,7.9,12.0,0.00,17.6
2013-06-15,NaN,18.1,9.5,13.6,14.3,7.9,10.9,0.00,24.7
2013-06-16,NaN,19.1,8.5,13.5,18.6,5.8,11.9,0.00,11.5
2013-06-17,NaN,18.2,7.8,12.5,14.9,4.5,9.3,0.00,14.7
2013-06-18,NaN,18.2,7.5,12.2,15.5,4.0,9.1,0.00,15.0
2013-06-19,NaN,17.2,10.6,13.1,14.2,8.1,10.7,0.00,12.2
2013-06-20,NaN,17.7,12.0,14.4,16.2,11.7,13.6,4.70,10.5
2013-06-21,NaN,13.7,7.7,11.2,13.7,6.1,10.4,6.80,7.9
2013-06-22,NaN,18.0,9.2,13.0,16.8,7.0,11.5,0.00,10.3
2013-06-23,NaN,18.5,11.2,14.4,17.5,10.4,13.7,0.00,8.3
2013-06-24,NaN,19.1,6.9,12.6,17.1,3.8,10.1,0.00,11.7
2013-06-25,NaN,17.2,7.3,11.9,13.4,4.7,8.9,0.00,15.6
2013-06-26,NaN,18.3,11.5,13.9,15.8,10.2,12.2,0.00,10.9
2013-06-27,NaN,19.3,13.4,15.6,19.6,12.9,15.9,14.60,9.7
2013-06-28,NaN,18.5,12.7,15.1,18.8,12.1,15.0,3.40,10.5
2013-06-29,NaN,18.8,12.5,15.1,18.6,11.5,14.6,2.60,11.5
2013-06-30,NaN,15.3,12.0,13.3,14.3,9.7,11.9,15.50,19.2
2013-07-01,NaN,16.8,13.2,14.8,16.0,11.5,13.2,24.80,22.6
2013-07-02,NaN,19.9,14.1,16.6,18.0,12.9,15.2,0.00,25.1
2013-07-03,NaN,21.4,13.7,17.2,20.8,13.9,17.4,0.10,16.4
2013-07-04,NaN,20.8,13.1,16.9,20.8,13.0,17.2,0.00,8.1
2013-07-05,NaN,23.0,9.7,16.6,23.7,8.8,17.1,0.00,10.2
2013-07-06,NaN,22.8,12.5,16.9,22.1,12.2,16.6,0.00,7.7
2013-07-07,NaN,20.8,10.5,15.2,20.0,8.6,14.2,0.00,10.0
2013-07-08,NaN,19.2,10.7,14.5,18.7,8.5,13.1,0.00,12.4
2013-07-09,NaN,18.6,12.1,14.9,15.9,10.9,13.1,0.00,18.6
2013-07-10,NaN,17.8,12.4,14.6,17.3,11.5,14.0,4.00,11.5
2013-07-11,NaN,18.4,11.9,15.0,17.4,10.8,13.9,0.00,13.8
2013-07-12,NaN,18.6,9.4,14.2,18.1,8.5,13.8,0.40,9.5
2013-07-13,NaN,19.0,10.5,14.6,18.2,9.4,14.0,0.00,9.3
2013-07-14,NaN,18.1,11.1,14.8,18.1,10.4,14.7,0.90,7.9
2013-07-15,NaN,19.1,13.6,16.2,19.5,13.6,16.7,1.80,6.9
2013-07-16,NaN,20.4,12.1,16.4,19.9,11.7,16.3,0.20,10.6
2013-07-17,NaN,20.4,13.7,16.6,20.4,13.3,16.4,0.20,10.7
2013-07-18,NaN,21.1,13.5,17.0,20.6,13.7,17.0,0.10,13.4
2013-07-19,NaN,20.9,16.2,17.9,21.3,16.9,18.5,0.40,11.2
2013-07-20,NaN,21.3,12.7,16.9,21.6,11.8,17.1,1.20,14.6
2013-07-21,NaN,20.6,11.8,15.7,19.9,10.7,15.0,0.00,8.0
2013-07-22,NaN,18.6,12.6,15.0,17.8,11.5,14.1,2.70,10.8
2013-07-23,NaN,18.5,8.0,12.9,15.5,5.2,9.6,0.00,16.2
2013-07-24,NaN,19.0,11.2,14.4,16.6,9.0,12.4,0.00,13.0
2013-07-25,NaN,19.6,11.8,15.3,17.9,10.8,14.4,0.00,16.9
2013-07-26,NaN,19.7,9.2,14.7,19.4,7.9,14.3,0.00,7.7
2013-07-27,NaN,20.2,13.1,16.1,19.1,12.1,15.0,0.00,13.6
2013-07-28,NaN,19.5,13.1,16.4,18.4,12.5,15.7,0.10,15.5
2013-07-29,NaN,19.8,12.3,15.7,19.1,11.7,15.4,0.00,8.7
2013-07-30,NaN,19.9,9.8,14.3,20.3,8.3,13.9,1.30,11.8
2013-07-31,NaN,19.6,12.2,15.5,18.1,10.9,14.3,0.00,15.5
2013-08-01,NaN,20.2,10.2,15.3,19.4,9.4,14.7,0.00,13.2
2013-08-02,NaN,21.4,10.5,16.1,21.2,9.1,15.8,0.00,10.8
2013-08-03,NaN,21.6,7.6,14.7,19.0,5.2,12.1,0.00,13.1
2013-08-04,NaN,21.2,7.6,14.3,18.7,5.5,12.2,0.00,12.7
2013-08-05,NaN,21.2,7.7,14.2,20.2,5.7,13.0,0.00,7.6
2013-08-06,NaN,22.6,8.5,15.3,20.7,6.8,14.0,0.00,10.4
2013-08-07,NaN,23.8,10.7,16.2,23.2,7.5,14.7,0.00,13.5
2013-08-08,NaN,21.7,9.0,14.3,19.0,5.4,10.2,0.00,22.7
2013-08-09,NaN,21.3,8.4,14.4,20.0,5.9,12.7,0.00,12.3
2013-08-10,NaN,23.5,8.9,15.8,22.8,7.5,14.6,0.00,9.2
2013-08-11,NaN,24.2,10.4,16.8,24.1,9.0,16.1,0.00,10.9
2013-08-12,NaN,26.5,14.5,19.3,24.5,12.9,17.8,0.00,14.1
2013-08-13,NaN,26.0,13.3,18.7,25.4,13.6,18.8,0.00,15.5
2013-08-14,NaN,23.4,14.6,19.0,24.1,13.1,19.0,0.20,13.5
2013-08-15,NaN,23.4,9.9,16.2,20.1,6.9,13.4,0.00,17.3
2013-08-16,NaN,20.0,11.7,15.6,18.9,10.7,14.5,0.00,13.2
2013-08-17,NaN,23.6,12.2,17.9,23.2,12.3,18.0,0.00,13.3
2013-08-18,NaN,24.4,12.7,17.8,25.1,12.8,18.0,0.00,12.8
2013-08-19,NaN,25.3,11.2,17.4,22.9,8.0,15.1,0.00,13.0
2013-08-20,NaN,20.2,7.4,13.5,16.4,3.3,9.1,0.00,20.3
2013-08-21,NaN,19.3,6.7,12.9,16.6,3.9,9.9,0.00,11.5
2013-08-22,NaN,20.5,6.3,13.1,18.2,3.5,10.6,0.00,8.8
2013-08-23,NaN,22.1,9.6,15.5,18.1,7.0,12.3,0.00,17.7
2013-08-24,NaN,22.4,10.0,15.8,22.2,8.8,14.8,0.00,14.5
2013-08-25,NaN,21.8,11.0,16.6,22.3,10.2,16.6,0.00,10.6
2013-08-26,NaN,23.6,11.2,17.5,24.4,10.8,17.6,0.00,13.0
2013-08-27,NaN,24.8,12.2,18.2,25.2,11.3,17.9,0.00,14.5
2013-08-28,NaN,26.9,12.9,19.0,27.0,12.4,19.0,0.00,12.7
2013-08-29,NaN,23.2,12.5,18.1,22.9,12.4,18.4,0.00,11.6
2013-08-30,NaN,24.8,13.6,18.9,25.0,13.6,18.9,0.00,15.1
2013-08-31,NaN,27.3,14.8,20.2,28.5,15.7,21.2,0.00,14.5
2013-09-01,NaN,25.1,13.8,19.0,25.7,12.8,18.3,0.00,14.3
2013-09-02,NaN,23.1,14.9,18.3,22.1,14.3,17.3,0.00,17.9
2013-09-03,NaN,21.3,14.7,17.7,18.7,13.5,15.8,0.00,20.8
2013-09-04,NaN,21.5,12.8,17.3,19.3,11.9,15.7,0.00,18.7
2013-09-05,NaN,22.6,10.2,16.7,22.2,9.2,16.0,0.00,12.1
2013-09-06,NaN,23.6,11.6,17.3,24.3,11.0,17.0,0.00,12.8
2013-09-07,NaN,25.6,13.3,18.7,25.8,12.6,18.3,0.00,14.3
2013-09-08,NaN,26.6,13.8,19.2,27.7,14.1,19.4,0.00,14.8
2013-09-09,NaN,24.4,15.4,19.0,24.0,16.2,18.9,0.00,14.8
2013-09-10,NaN,25.6,14.0,19.7,24.9,13.8,19.3,0.00,13.2
2013-09-11,NaN,31.6,14.2,22.2,31.0,13.9,22.3,0.00,8.7
2013-09-12,NaN,29.5,16.7,21.2,31.1,17.8,22.5,0.00,16.1
2013-09-13,NaN,24.6,18.1,20.3,24.5,18.5,20.2,0.00,20.1
2013-09-14,NaN,29.2,13.5,20.9,29.0,13.1,21.5,0.00,17.8
2013-09-15,NaN,26.6,17.0,20.4,28.0,18.1,21.1,0.60,18.0
2013-09-16,NaN,20.4,17.5,18.9,21.5,18.7,19.8,25.80,18.7
2013-09-17,NaN,25.8,13.7,19.6,26.8,12.4,19.3,2.20,17.1
2013-09-18,NaN,27.4,13.1,20.1,25.9,12.6,20.0,0.00,15.0
2013-09-19,NaN,30.9,14.9,22.2,30.9,13.1,21.9,0.00,14.0
2013-09-20,NaN,26.0,11.8,19.1,24.1,10.1,17.0,0.00,17.1
2013-09-21,NaN,23.3,12.9,18.2,23.9,12.8,17.9,0.00,15.4
2013-09-22,NaN,24.4,14.1,18.8,25.1,14.9,19.3,0.00,16.8
2013-09-23,NaN,26.3,14.5,20.0,27.8,15.0,21.0,0.00,13.2
2013-09-24,NaN,31.5,18.1,24.2,31.5,17.7,24.2,0.00,16.8
2013-09-25,NaN,31.4,17.6,22.9,32.6,19.4,24.5,0.00,17.3
2013-09-26,NaN,31.1,18.2,23.6,35.2,18.6,25.9,0.00,18.4
2013-09-27,NaN,26.1,17.4,20.6,26.4,18.2,20.6,0.00,20.6
2013-09-28,NaN,25.8,16.4,21.1,27.1,16.8,21.8,0.10,12.6
2013-09-29,NaN,27.7,16.6,21.0,29.7,17.8,21.8,0.60,20.9
2013-09-30,NaN,25.3,18.0,21.4,25.9,19.7,22.7,0.00,14.8
2013-10-01,NaN,30.4,19.0,23.8,31.6,20.8,24.6,1.00,19.0
2013-10-02,NaN,28.5,17.8,22.5,31.6,19.3,24.1,0.00,14.3
2013-10-03,NaN,30.5,13.4,21.4,29.7,10.3,18.3,0.00,23.3
2013-10-04,NaN,23.5,13.1,18.1,23.3,12.2,17.1,0.00,14.7
2013-10-05,NaN,26.9,13.5,20.0,28.5,13.5,20.3,0.00,13.5
2013-10-06,NaN,32.5,16.7,23.7,32.8,15.5,23.7,0.00,13.4
2013-10-07,NaN,35.4,17.5,24.5,35.1,18.6,24.7,0.10,24.5
2013-10-08,NaN,28.1,14.8,20.4,29.1,14.8,20.5,0.70,19.7
2013-10-09,NaN,24.8,14.6,19.5,24.9,14.5,19.2,0.00,13.8
2013-10-10,NaN,30.5,17.6,22.9,30.2,16.4,21.9,0.00,18.2
2013-10-11,NaN,35.2,19.8,25.0,35.5,20.9,25.5,0.30,18.8
2013-10-12,NaN,26.1,18.1,21.9,27.8,17.7,22.2,0.20,17.3
2013-10-13,NaN,32.2,21.2,25.2,32.8,17.2,24.6,0.00,23.4
2013-10-14,NaN,27.8,15.7,21.1,24.2,16.5,19.9,0.00,26.7
2013-10-15,NaN,24.6,16.3,20.3,25.1,17.5,20.6,0.00,17.1
2013-10-16,NaN,24.9,16.7,20.6,23.9,16.8,19.9,0.00,20.1
2013-10-17,NaN,28.3,16.6,21.6,28.6,16.6,21.4,4.70,23.1
2013-10-18,NaN,22.8,15.2,18.3,24.3,15.2,18.5,9.30,15.8
2013-10-19,NaN,25.1,16.3,20.5,26.3,16.9,20.8,0.40,16.1
2013-10-20,NaN,24.2,17.4,20.8,26.3,19.3,22.3,1.60,13.9
2013-10-21,NaN,25.7,17.8,21.2,27.6,19.4,22.4,0.00,16.1
2013-10-22,NaN,27.0,18.8,21.9,29.2,19.9,22.8,0.00,17.3
2013-10-23,NaN,30.1,19.3,23.7,31.7,20.5,24.9,0.00,18.4
2013-10-24,NaN,30.6,19.4,23.8,33.3,18.6,24.3,0.20,19.3
2013-10-25,NaN,23.6,17.5,20.3,25.0,18.9,20.5,0.00,19.1
2013-10-26,NaN,28.5,17.7,21.8,30.2,18.8,22.9,2.90,15.1
2013-10-27,NaN,23.2,18.0,20.4,23.1,18.9,20.3,1.00,14.7
2013-10-28,NaN,25.0,18.0,21.4,26.3,18.7,21.8,0.40,18.8
2013-10-29,NaN,31.0,17.7,22.6,32.9,19.9,24.5,14.00,17.8
2013-10-30,NaN,24.2,17.3,20.3,26.5,17.8,20.6,0.50,22.4
2013-10-31,NaN,23.2,16.3,19.8,24.0,16.8,19.7,0.30,15.5
2013-11-01,NaN,24.6,15.4,20.2,25.6,16.1,20.5,0.00,13.9
2013-11-02,NaN,26.8,16.3,21.2,30.0,17.0,22.0,0.00,15.6
2013-11-03,NaN,31.6,19.3,24.0,34.2,18.6,24.9,0.00,19.4
2013-11-04,NaN,24.6,17.1,20.3,24.2,15.8,18.8,0.00,23.6
2013-11-05,NaN,23.6,16.0,19.6,23.1,15.6,18.6,0.00,17.7
2013-11-06,NaN,24.5,15.7,19.9,24.5,16.4,19.9,0.00,14.8
2013-11-07,NaN,27.2,16.2,21.1,29.3,17.3,21.8,0.00,16.3
2013-11-08,NaN,29.0,16.6,22.0,30.9,17.0,22.4,0.00,19.1
2013-11-09,NaN,30.8,18.6,23.7,32.4,19.0,24.8,0.00,20.0
2013-11-10,NaN,31.0,19.1,23.9,34.4,21.5,25.8,1.60,19.2
2013-11-11,NaN,28.4,19.7,23.1,29.9,22.3,24.6,3.70,20.6
2013-11-12,NaN,27.1,20.2,23.4,28.7,23.0,25.2,0.80,22.0
2013-11-13,NaN,27.4,19.7,23.0,30.3,22.3,25.5,11.60,17.6
2013-11-14,NaN,27.5,18.0,22.0,32.6,20.3,24.8,22.90,15.8
2013-11-15,NaN,29.4,17.6,22.8,32.9,19.9,25.4,3.10,15.5
2013-11-16,NaN,24.7,17.0,20.5,28.1,17.0,22.1,12.80,16.5
2013-11-17,NaN,25.1,17.3,20.4,27.0,19.0,22.3,17.40,8.0
2013-11-18,NaN,25.2,15.1,20.3,28.2,15.4,21.8,4.30,11.7
2013-11-19,NaN,29.5,18.1,22.6,30.2,19.8,23.9,0.00,17.1
2013-11-20,NaN,27.1,18.0,22.1,30.8,20.0,24.2,0.00,16.3
2013-11-21,NaN,27.7,18.1,22.4,31.3,20.2,24.5,0.00,14.9
2013-11-22,NaN,27.0,20.1,22.4,30.7,22.3,24.7,5.20,17.6
2013-11-23,NaN,27.1,20.4,23.2,30.6,23.9,25.9,14.40,20.9
2013-11-24,NaN,27.6,17.9,22.8,31.4,19.1,25.7,14.30,13.2
2013-11-25,NaN,27.8,19.0,22.3,32.3,19.4,23.7,0.30,19.8
2013-11-26,NaN,24.8,17.2,20.9,26.7,17.5,20.9,0.00,21.0
2013-11-27,NaN,27.0,16.6,21.0,28.9,17.4,21.8,0.00,19.6
2013-11-28,NaN,28.2,18.5,22.8,32.2,19.5,24.3,0.00,17.7
2013-11-29,NaN,33.9,19.7,25.2,36.1,20.7,27.4,12.40,15.5
2013-11-30,NaN,21.8,16.1,18.8,21.2,15.4,18.2,13.50,17.3
2013-12-01,NaN,23.1,15.3,19.4,22.4,14.5,18.5,0.00,18.2
2013-12-02,NaN,26.0,15.5,20.4,27.5,15.2,20.6,0.00,16.2
2013-12-03,NaN,26.9,15.1,20.7,29.4,15.6,21.7,0.00,16.0
2013-12-04,NaN,27.8,19.1,22.9,31.5,19.6,24.2,0.00,15.8
2013-12-05,NaN,33.7,17.5,25.0,35.6,14.4,24.7,0.00,15.8
2013-12-06,NaN,28.7,15.7,21.3,28.8,15.8,20.8,0.00,17.7
2013-12-07,NaN,25.8,17.3,21.5,28.4,18.5,22.2,0.00,16.3
2013-12-08,NaN,25.6,18.1,21.6,27.2,19.3,22.4,0.00,15.0
2013-12-09,NaN,27.4,18.9,22.6,30.0,19.5,23.4,0.00,18.1
2013-12-10,NaN,29.8,20.9,24.6,33.0,22.6,26.4,0.00,18.2
2013-12-11,NaN,30.3,21.5,24.8,33.8,25.2,28.6,8.50,12.9
2013-12-12,NaN,25.1,17.5,21.9,28.6,19.5,24.1,1.60,10.5
2013-12-13,NaN,28.1,20.7,23.6,33.3,24.1,26.9,0.90,13.7
2013-12-14,NaN,28.8,20.4,23.9,34.0,23.2,26.9,0.70,16.4
2013-12-15,NaN,28.7,21.0,24.0,33.4,23.5,26.5,0.30,16.4
2013-12-16,NaN,26.7,20.3,23.0,29.7,21.7,24.4,1.10,17.0
2013-12-17,NaN,25.3,18.6,22.1,26.4,19.8,22.9,1.10,16.6
2013-12-18,NaN,25.3,18.8,22.0,25.9,19.0,21.9,0.00,19.1
2013-12-19,NaN,24.8,18.1,21.7,25.8,19.4,22.0,0.00,17.0
2013-12-20,NaN,27.4,17.2,22.7,29.8,18.7,24.2,0.00,13.8
2013-12-21,NaN,29.4,19.4,23.7,32.6,21.3,25.3,0.00,17.3
2013-12-22,NaN,29.0,19.1,23.8,31.9,21.0,25.4,0.00,15.3
2013-12-23,NaN,30.1,20.1,24.4,33.3,21.0,25.5,0.00,18.4
2013-12-24,NaN,32.2,22.2,25.9,35.9,24.9,28.4,0.80,18.1
2013-12-25,NaN,28.8,20.6,24.5,31.7,23.5,26.8,0.30,14.8
2013-12-26,NaN,32.1,21.5,26.0,36.5,24.9,28.9,0.00,13.6
2013-12-27,NaN,28.4,21.0,24.2,31.7,23.3,26.5,2.20,18.2
2013-12-28,NaN,28.4,21.4,24.7,32.4,24.6,27.8,0.40,14.5
2013-12-29,NaN,36.1,22.0,27.6,42.1,23.4,30.6,0.00,19.6
2013-12-30,NaN,28.4,22.4,24.5,31.0,24.2,26.3,0.10,18.8
2013-12-31,NaN,27.3,22.0,23.9,30.0,24.5,26.5,2.20,13.4
2014-01-01,NaN,29.0,19.5,23.8,31.3,21.7,25.6,0.00,17.1
2014-01-02,NaN,31.6,22.8,26.1,35.4,25.0,28.7,0.00,15.1
2014-01-03,NaN,35.8,25.9,30.3,41.1,28.6,33.3,0.00,19.3
2014-01-04,NaN,42.6,23.8,30.7,45.7,26.4,33.4,0.00,22.1
2014-01-05,NaN,32.4,24.7,27.7,36.1,29.8,32.0,0.00,14.4
2014-01-06,NaN,32.7,23.0,26.8,39.2,25.8,31.6,12.30,18.7
2014-01-07,NaN,27.3,21.5,24.0,27.6,21.9,23.9,0.00,24.6
2014-01-08,NaN,26.7,20.7,23.2,27.4,21.6,23.6,0.50,19.7
2014-01-09,NaN,24.7,20.2,22.4,24.5,21.6,22.8,1.00,17.3
2014-01-10,NaN,25.2,20.2,22.8,27.3,22.2,24.5,1.50,15.2
2014-01-11,NaN,26.6,19.2,23.2,28.8,21.3,25.2,0.20,13.6
2014-01-12,NaN,27.5,20.3,23.8,29.6,21.7,25.1,0.00,16.3
2014-01-13,NaN,27.3,20.7,23.7,27.7,22.6,24.6,0.50,19.3
2014-01-14,NaN,27.7,21.0,24.2,29.0,23.0,25.4,0.20,18.0
2014-01-15,NaN,27.2,21.0,24.0,27.9,23.2,25.3,0.60,18.7
2014-01-16,NaN,26.9,21.3,23.9,28.7,23.9,25.9,2.90,17.0
2014-01-17,NaN,28.4,20.7,24.2,30.8,22.6,25.7,0.00,16.6
2014-01-18,NaN,27.5,20.3,23.8,28.8,22.7,25.4,0.00,17.0
2014-01-19,NaN,31.1,20.6,24.9,34.5,23.6,27.6,0.00,15.1
2014-01-20,NaN,32.3,22.2,26.4,37.8,25.9,29.9,0.00,17.2
2014-01-21,NaN,34.5,23.4,28.2,39.1,27.1,31.7,0.00,21.2
2014-01-22,NaN,33.9,23.0,27.1,39.5,26.4,30.9,5.60,17.3
2014-01-23,NaN,25.1,20.3,22.2,29.2,22.2,24.9,33.50,16.3
2014-01-24,NaN,26.9,21.7,24.3,31.1,25.3,27.7,0.20,10.8
2014-01-25,NaN,28.0,21.4,23.8,32.1,20.7,24.7,3.70,21.9
2014-01-26,NaN,26.1,20.5,22.8,25.8,20.1,21.9,0.30,25.1
2014-01-27,NaN,24.8,20.7,22.6,24.0,20.9,22.3,0.10,23.2
2014-01-28,NaN,25.0,20.2,22.4,24.7,20.7,22.5,0.60,22.5
2014-01-29,NaN,25.0,20.8,22.6,25.3,21.1,22.9,1.20,19.8
2014-01-30,NaN,25.0,21.1,22.8,24.6,21.4,23.0,1.00,20.7
2014-01-31,NaN,24.7,21.0,22.5,24.1,22.1,23.0,0.00,18.6
2014-02-01,NaN,25.9,21.2,23.2,26.3,22.2,23.7,0.00,18.1
2014-02-02,NaN,26.5,20.1,23.3,27.5,21.3,24.1,0.20,15.8
2014-02-03,NaN,26.9,19.3,22.8,27.2,21.0,23.7,0.20,17.8
2014-02-04,NaN,27.0,20.2,23.4,28.8,21.4,24.5,0.10,18.2
2014-02-05,NaN,28.2,19.2,22.3,28.6,19.0,22.5,3.40,21.5
2014-02-06,NaN,24.7,19.3,22.0,24.3,20.7,22.5,0.60,18.2
2014-02-07,NaN,25.1,19.4,22.4,25.8,21.3,23.4,0.00,14.4
2014-02-08,NaN,26.4,20.9,23.4,27.8,22.9,24.7,0.00,14.8
2014-02-09,NaN,26.7,20.7,23.7,28.7,23.8,26.4,0.00,12.1
2014-02-10,NaN,27.1,19.6,23.2,29.1,21.4,24.8,0.00,14.9
2014-02-11,NaN,28.0,18.6,23.1,30.2,20.2,24.7,0.00,15.4
2014-02-12,NaN,29.6,19.4,23.9,31.8,22.0,25.9,0.00,17.2
2014-02-13,NaN,28.1,21.4,24.3,30.1,24.8,26.8,0.00,15.7
2014-02-14,NaN,30.5,22.1,25.3,33.3,24.3,27.3,0.00,16.6
2014-02-15,NaN,34.2,23.7,27.7,37.3,26.4,30.2,0.00,18.8
2014-02-16,NaN,35.2,23.7,28.3,38.4,26.7,31.1,0.00,20.0
2014-02-17,NaN,33.3,23.1,26.3,37.7,27.0,29.8,2.50,18.8
2014-02-18,NaN,29.4,22.7,25.8,34.3,26.6,29.7,0.50,15.0
2014-02-19,NaN,32.6,24.2,27.1,36.3,27.8,30.2,1.00,20.4
2014-02-20,NaN,31.5,24.3,27.3,35.7,29.0,31.5,0.30,14.3
2014-02-21,NaN,32.6,23.9,26.8,38.9,25.3,29.5,0.20,17.6
2014-02-22,NaN,26.2,21.6,23.8,26.9,21.7,24.3,0.10,22.2
2014-02-23,NaN,27.4,19.6,23.1,26.6,21.3,23.2,1.60,23.0
2014-02-24,NaN,26.7,19.6,22.9,27.2,21.4,23.7,1.00,16.6
2014-02-25,NaN,26.8,19.0,22.9,27.8,20.8,24.2,0.00,15.2
2014-02-26,NaN,26.9,19.2,23.3,27.7,21.5,24.8,0.20,13.5
2014-02-27,NaN,30.0,21.2,24.4,32.5,22.3,25.6,0.10,15.8
2014-02-28,NaN,25.8,21.0,23.5,27.1,22.6,24.5,1.50,18.0
2014-03-01,NaN,26.7,20.5,23.6,27.1,22.2,24.5,0.00,15.1
2014-03-02,NaN,28.1,21.6,24.5,28.9,23.4,25.5,0.30,16.6
2014-03-03,NaN,26.2,19.7,22.8,27.5,21.3,23.9,3.50,17.2
2014-03-04,NaN,26.1,19.3,22.3,25.2,21.2,23.0,0.80,17.3
2014-03-05,NaN,25.5,17.4,22.0,26.8,18.7,23.3,0.40,12.8
2014-03-06,NaN,27.2,19.3,23.0,28.7,20.8,24.2,0.30,15.8
2014-03-07,NaN,26.1,20.3,22.9,27.3,21.5,23.7,0.80,16.0
2014-03-08,NaN,26.8,20.1,23.0,26.3,21.2,23.1,0.60,19.5
2014-03-09,NaN,24.4,19.8,22.3,24.5,20.9,22.9,3.60,19.0
2014-03-10,NaN,26.0,19.8,22.6,25.9,20.7,22.8,0.50,20.6
2014-03-11,NaN,25.5,18.6,22.1,26.4,19.6,22.7,0.20,17.9
2014-03-12,NaN,26.7,18.2,22.3,27.9,19.6,23.5,0.60,13.4
2014-03-13,NaN,26.5,18.5,22.5,27.7,20.1,23.7,0.20,15.1
2014-03-14,NaN,26.3,18.2,22.2,27.7,20.0,23.5,0.60,13.7
2014-03-15,NaN,27.3,19.5,23.2,30.0,21.0,24.8,0.00,14.3
2014-03-16,NaN,33.5,21.4,26.5,35.8,23.6,29.0,0.20,17.4
2014-03-17,NaN,31.0,22.5,25.3,34.8,25.5,28.2,0.30,18.4
2014-03-18,NaN,28.8,22.5,25.1,32.4,26.5,28.6,0.50,14.8
2014-03-19,NaN,28.1,21.4,24.4,30.9,23.1,26.4,1.20,17.1
2014-03-20,NaN,27.0,20.4,23.6,28.4,22.3,24.8,0.40,18.8
2014-03-21,NaN,26.3,19.7,22.9,27.3,22.1,24.6,1.30,13.7
2014-03-22,NaN,27.3,19.2,23.1,29.9,21.5,25.4,0.20,12.6
2014-03-23,NaN,28.5,21.2,23.7,32.3,24.8,26.7,1.90,14.6
2014-03-24,NaN,27.8,20.3,23.2,31.2,23.2,26.2,5.30,13.1
2014-03-25,NaN,24.8,21.2,22.8,28.0,23.9,25.7,9.80,14.5
